name	drugbank-id	type	atc	cas	rxcui	unii	uniprot_kb	drugbank-id-2	synonyms	InChI
Deslorelin	DB11510	small molecule		57773-65-6	1311744	TKG3I66TVE			Deslorelin | Deslorelina | Desloreline | Deslorelinum	GJKXGJCSJWBJEZ-XRSSZCMZSA-N
Difloxacin	DB11511	small molecule		98106-17-3	1311744	5Z7OO9FNFD			Difloxacin | difloxacino	NOCJXYPHIIZEHN-UHFFFAOYSA-N
Dihydrostreptomycin	DB11512	small molecule	S01AA15	128-46-1	1549540	P2I6R8W6UA			DHMS | Dihidroestreptomicina | Dihydrostreptomycin | Dihydrostreptomycine | Dihydrostreptomycinum | DST | N,N'''-[(1R,2R,3S,4R,5R,6S)-4-({5-deoxy-2-O-[2-deoxy-2-(methylamino)-a-L-glucopyranosyl]-3-C-(hydroxymethyl)-a-L-lyxofuranosyl}oxy)-2,5,6-trihydroxycyclohexane-1,3-diyl]diguanidine | N,N'''-[(1R,2R,3S,4R,5R,6S)-4-({5-deoxy-2-O-[2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl]-3-C-(hydroxymethyl)-alpha-L-lyxofuranosyl}oxy)-2,5,6-trihydroxycyclohexane-1,3-diyl]diguanidine | N,N'''-[(1R,2R,3S,4R,5R,6S)-4-({5-deoxy-2-O-[2-deoxy-2-(methylamino)-α-L-glucopyranosyl]-3-C-(hydroxymethyl)-α-L-lyxofuranosyl}oxy)-2,5,6-trihydroxycyclohexane-1,3-diyl]diguanidine	ASXBYYWOLISCLQ-HZYVHMACSA-N
Diperodon	DB11513	small molecule		101-08-6	59247	UIN4PYP84R			Diperodón | Diperodon | Dipérodon | Diperodonum	YUGZHQHSNYIFLG-UHFFFAOYSA-N
Dithiazanine	DB11516	small molecule		7187-55-5	59247	5L7E7IY5EH			3,3'-Diethylthiadicarbocyanine | Dithiazaninum	FYXWDSGGZAMYFZ-UHFFFAOYSA-N
Etymemazine	DB11517	small molecule			59247	861J4K81C7			Ethylisobutrazine | Etymemazine	USKHCLAXJXCWMO-UHFFFAOYSA-N
Flunixin	DB11518	small molecule		38677-85-9	25121	356IB1O400			2-((2-methyl-3-(trifluoromethyl)phenyl)amino)-3-pyridinecarboxylic acid | Flunixin | Flunixine | Flunixino | Flunixinum	NOOCSNJCXJYGPE-UHFFFAOYSA-N
Fluprostenol	DB11519	small molecule		40666-16-8	25121	358S7VUE5N			Fluprostenol | Fluprostenolum | Travoprost acid | Travoprost free acid	WWSWYXNVCBLWNZ-QIZQQNKQSA-N
Hygromycin B	DB11520	small molecule		31282-04-9	1426887	3XQ2233B0B				GRRNUXAQVGOGFE-HUCHGKBZSA-N
Imidocarb	DB11521	small molecule		27885-92-3	1740237	8USS3K0VDH			1,3-Bis(3-(2-imidazolin-2-yl)phenyl)harnstoff | 1,3-bis(3-(2-imidazolin-2-yl)phenyl)urea | Imidocarb | Imidocarbe | Imidocarbo | Imidocarbum | N,N'-bis(3-(4,5-dihydro-1H-imidazol-2-yl)phenyl)urea	SCEVFJUWLLRELN-UHFFFAOYSA-N
Isoflupredone	DB11522	small molecule		338-95-4	1546449	HYS0B45Z2S			9-fluoroprednisolone | delta-Fluorocortisone | Isoflupredona | Isoflupredone | Isoflupredonum	WAIJIHDWAKJCBX-BULBTXNYSA-N
Maduramicin	DB11525	small molecule		84878-61-5	1546449	5U912U22T2			Maduramicin	WQGJEAMPBSZCIF-HKSLRPGUSA-N
Masitinib	DB11526	small molecule	L01EX06	790299-79-5	1546449	M59NC4E26P			Masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N
Melarsomine	DB11528	small molecule		128470-15-5	1012534	374GJ0S41A			Melarsomina | Melarsomine | Melarsominum	MGEOLZFMLHYCFZ-UHFFFAOYSA-N
Melengestrol	DB11529	small molecule		5633-18-1	1537799	BX98J4T6JU			Melengesterol | Melengestrel | Melengestrol | Melengestrolo | Melengestrolum	OKHAOBQKCCIRLO-IBVJIVQJSA-N
Metoserpate	DB11530	small molecule		1178-28-5	1537799	X3G4L02XQU			Methyl O-methyl-18-epireserpate | Metoserpate | Metoserpato | Metoserpatum	FPGCYQVKNKEGRQ-SXLQGMKLSA-N
Milbemycin oxime	DB11531	small molecule		129496-10-2	68730	0502PUN0GT				CKVMAPHTVCTEMM-ALPQRHTBSA-N
Butyl chloride	DB11534	small molecule		109-69-3	19900	ZP7R667SGD			n-Butyl chloride | n-Propylcarbinyl chloride	VFWCMGCRMGJXDK-UHFFFAOYSA-N
Pirlimycin	DB11537	small molecule		79548-73-5	1367292	LM19JT6G5K			Pirlimycin | Pirlimycina | Pirlimycine | Pirlimycinum	HBJOXQRURQPDEX-MHXMMLMNSA-N
Polysulfated glycosaminoglycan	DB11538	small molecule			1085955	268AW7000T			PSGAG	
Propiopromazine	DB11540	small molecule		3568-24-9	1085955	Y1BCT334I7			Propionpromazine | Propionylpromazine | Propionylpromazone | Propiopromazine	ZQTVCQIJTREKSP-UHFFFAOYSA-N
Ractopamine	DB11541	small molecule			1311677	57370OZ3P1			Ractopamine	YJQZYXCXBBCEAQ-UHFFFAOYSA-N
Robenidine	DB11542	small molecule		25875-51-8	1311554	4888ME6C4E			Robenidina | Robenidine | Robenidinum	MOOFYEJFXBSZGE-LQGKIZFRSA-N
Romifidine	DB11543	small molecule		65896-16-4	1091919	876351L05K			Romifidine	KDPNLRQZHDJRFU-UHFFFAOYSA-N
Salinomycin	DB11544	small molecule		53003-10-4	1311566	62UXS86T64			Procoxacin | Salinomycin	KQXDHUJYNAXLNZ-XQSDOZFQSA-N
Semduramicin	DB11545	small molecule		113378-31-7	1314385	P6VXL377WL			Semduramicin | Semduramicina | Semduramicine | Semduramicinum	WINSLRIENGBHSH-ASZYJFLUSA-N
Sulfabromomethazine	DB11547	small molecule		116-45-0	1314385	PQK2N461KJ			5-bromosulfamethazine | Bromosulfamethazine	KWXCNODTHBHSIQ-UHFFFAOYSA-N
Tiletamine	DB11549	small molecule		14176-49-9	1535217	2YFC543249			Tiletamine	QAXBVGVYDCAVLV-UHFFFAOYSA-N
Trenbolone	DB11551	small molecule		10161-33-8	1484278	P53R4420TR			17-b-Hydroxyestra-4,9,11-trien-3-one | 17-beta-Hydroxyestra-4,9,11-trien-3-one | 17-β-hydroxyestra-4,9,11-trien-3-one | Trenbolone	MEHHPFQKXOUFFV-OWSLCNJRSA-N
Tricaine	DB11552	small molecule		582-33-2	1370418	02591PHL19			Tricaine mesylate	ZMCBYSBVJIMENC-UHFFFAOYSA-N
Tylvalosin	DB11554	small molecule		63409-12-1	1368469	9T02S42WQO			Tylvalosin	KCJJINQANFZSAM-HZDSEHBESA-N
Zolazepam	DB11555	small molecule		31352-82-6	1535252	G1R474U58U			Zolazepam | Zolazepamum	GDSCFOSHSOWNDL-UHFFFAOYSA-N
Detomidine	DB11556	small molecule		76631-46-4	22672	7N8K34P2XH			4-(2,3-dimethylbenzyl)imidazole | Detomidine	RHDJRPPFURBGLQ-UHFFFAOYSA-N
Toluene	DB11558	small molecule		108-88-3	1311381	3FPU23BG52		DB01900 | EXPT02123		YXFVVABEGXRONW-UHFFFAOYSA-N
Lesinurad	DB11560	small molecule	M04AB05	878672-00-5	1731031	09ERP08I3W			{[5-bromo-4-(4-cyclopropylnaphthalen-1-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetic acid | Lesinurad	FGQFOYHRJSUHMR-UHFFFAOYSA-N
Aminacrine	DB11561	small molecule	D08AA02	90-45-9	645	78OY3Z0P7Z			10-amino-5-azaanthracene | 5-aminoacridine | 9-acridinamine | 9AA | Aminacrin | Aminacrine | Aminoacridina | Aminoacridine | Aminoacridinum	XJGFWWJLMVZSIG-UHFFFAOYSA-N
Bicuculline	DB11562	small molecule		485-49-4	645	Y37615DVKC			Bicculine | Bicucullin | d-Bicuculline	IYGYMKDQCDOMRE-ZWKOTPCHSA-N
Sebelipase alfa	DB11563	biotech	A16AB14	1276027-63-4	1726975	K4YTU42T8G	P38571		SBC-102 | Sebelipasa alfa | Sebelipase alfa	
Insulin argine	DB11564	biotech		68859-20-1		785P1QWQ1N			Insulin argine	
Insulin peglispro	DB11567	biotech		1200440-65-8		6Y83I5F10I			Insulin peglispro	
Insulin tregopil	DB11568	biotech		874442-57-6		3UYC0OZ5ON			Insulin tregopil	
Ixekizumab	DB11569	biotech	L04AC13	1143503-69-8	1745099	BTY153760O			Ixekizumab	
Padimate O	DB11570	small molecule		21245-02-3	32786	Z11006CMUZ			Padimate O | Padimate-O	WYWZRNAHINYAEF-UHFFFAOYSA-N
Human thrombin	DB11571	biotech		9002-04-4	825006	6K15ABL77G			Thrombin (human) | Thrombin human | Thrombin Human Plasma-derived | Trombina humana	
Thrombin alfa	DB11572	biotech		869858-13-9	1367075	SCK81AMR7R			Human Thrombin (recombinant, glycosylated) | Thrombin (synthetic human) | Thrombin alfa	
Aluminum chlorohydrate	DB11573	small molecule	D09AA08	12359-72-7	17610	HPN8MZW13M			Alchlordrate | Aluminium chlorohydrate | Aluminum chlorhydrate | Aluminum chlorohydrate | Aluminum chlorohydrate dihydrate | Aluminum hydroxychloride	ZLVPDILYQLCEJO-UHFFFAOYSA-H
Elbasvir	DB11574	small molecule	J05AP54	1370468-36-2	1734628	632L571YDK			Elbasvir	BVAZQCUMNICBAQ-PZHYSIFUSA-N
Grazoprevir	DB11575	small molecule	J05AP11	1350514-68-9	1734630	8YE81R1X1J			Grazoprevir | Grazoprevir anhydrous	OBMNJSNZOWALQB-NCQNOWPTSA-N
Ferric oxide	DB11576	small molecule	V08CB03	1309-37-1	1310572	1K09F3G675			Anhydrous Ferric Oxide | Anhydrous Iron (III) Oxide | Blood stone | Eisen(III)-oxid | Eisentrioxid | Ferric oxide red | Hematite | Indian red | Iron oxide | Iron oxide red | Iron oxide, red | Iron trioxide | Iron(III) oxide	JEIPFZHSYJVQDO-UHFFFAOYSA-N
Indigotindisulfonic acid	DB11577	small molecule	V04CH02	483-20-5	325514	X7OI7JF73P			2-(1,3-Dihydro-3-oxo-5-sulpho-2H-indol-2-ylidene)-3-oxoindoline-5-sulphonic acid | 5,5'-indigotindisulfonic Acid | Blue X | FD&C Blue #2 | Indigo carmine | Indigo carmine acid | indigo carmine free acid | indigo-5,5'-disulfonic acid | Indigotindisulfonate | Indigotine | Saxon blue	CFZXDJWFRVEWSR-BUHFOSPRSA-N
Hard fat	DB11578	small molecule			1368196	8334LX7S21			Adeps Solidus | Fat, hard | Sus scrofa subcutaneous fat	
Light mineral oil	DB11579	small molecule		92062-35-6	577312	N6K5787QVP			Drakeol 5 | Light Liquid Paraffin | Light Liquid Petrolatum | Light White Mineral Oil | Mineral Oil Light | Mineral Oil, High Viscosity | Mineral Oil, Light | Paraffin, Light Liquid | Paraffinum Perliquidum	
Ravulizumab	DB11580	biotech	L04AA43	1803171-55-2	2107316	C3VX249T6L			Ravulizumab | ravulizumab-cwvz	
Venetoclax	DB11581	small molecule	L01XX52	1257044-40-8	1747556	N54AIC43PW			4-(4-((2-(4-chlorophenyl)-4,4-dimethylcyclohex-1-en-1-yl)methyl)piperazin-1-yl)-N-((3-nitro-4-((tetrahydro-2H-pyran-4-ylmethyl)amino)phenyl)sulfonyl)-2-(1H-pyrrolo(2,3-b)pyridin-5-yloxy)benzamide | 4-{4-[(4'-chloro-5,5-dimethyl[3,4,5,6-tetrahydro[1,1'-biphenyl]]-2-yl)methyl]piperazin-1-yl}-N-(3-nitro-4-{[(oxan-4-yl)methyl]amino}benzene-1-sulfonyl)-2-[(1H-pyrrolo[2,3-b]pyridin-5-yl)oxy]benzamide	LQBVNQSMGBZMKD-UHFFFAOYSA-N
Thiocolchicoside	DB11582	small molecule	M03BX05	602-41-5	38085	T1X8S697GT			TCC | Thiocolchicine 2-glucoside analog | Thiocolchicoside	LEQAKWQJCITZNK-AXHKHJLKSA-N
Cetalkonium	DB11583	small molecule		10328-34-4	38085	FHG725432Z			Benzylhexadecyldimethylammonium | Cetalkonium cation | Cetalkonium ion	QDYLMAYUEZBUFO-UHFFFAOYSA-N
Pipradrol	DB11584	small molecule	N06BX15	467-60-7	38085	S6I030E0DA			Pipradrol	XSWHNYGMWWVAIE-UHFFFAOYSA-N
Drometrizole trisiloxane	DB11585	small molecule		155633-54-8	1992874	HC22845I1X			Silatrizole	HUVYTMDMDZRHBN-UHFFFAOYSA-N
Asunaprevir	DB11586	small molecule	J05AP06	630420-16-5	1652103	S9X0KRJ00S			Asunaprevir	XRWSZZJLZRKHHD-WVWIJVSJSA-N
Etafedrine	DB11587	small molecule		48141-64-6	1652103	2Y6VQU63E8			(-)-etafedrine | alpha-(1-(ethylmethylamino)ethyl)benzyl alcohol | Etafedrine	IRVLBORJKFZWMI-JQWIXIFHSA-N
Carbon monoxide	DB11588	small molecule	V04CX08	630-08-0	2037	7U1EE4V452			Carbon monoxide | carbon(II) oxide | Carboneum oxygenisatum | CO	UGFAIRIUMAVXCW-UHFFFAOYSA-N
Neon	DB11589	small molecule		7440-01-9	7301	4VB4Y46AHD			Ne | neón | néon | Neon	GKAOGPIIYCISHV-UHFFFAOYSA-N
Thimerosal	DB11590	small molecule	D08AK06	54-64-8	10472	2225PI3MOV			[(o-carboxyphenyl)thio]ethylmercury sodium salt | BTL-TML-COVID | BTL-TML-HSV | BTL-TML001 | ethyl(2-mercaptobenzoato-S)mercury sodium salt | ethylmercurithiosalicylate sodium | ethylmercurithiosalicylic acid sodium salt | mercurothiolate | o-(ethylmercurithio)benzoic acid sodium salt | sodium ethylmercurithiosalicylate | sodium merthiolate | Thimerosal | Thiomersal | Thiomersalate | Thiomersalum | Tiomersal	RTKIYNMVFMVABJ-UHFFFAOYSA-L
Bilastine	DB11591	small molecule	S01GX13	202189-78-4	10472	PA1123N395			Bilastina | Bilastine	ACCMWZWAEFYUGZ-UHFFFAOYSA-N
Nitrocefin	DB11592	small molecule		41906-86-9	10472	EWP54G0J8F				LHNIIDJCEODSHA-OQRUQETBSA-N
Isatoic anhydride	DB11593	small molecule		118-48-9	10472	R8TFA74Y4U			1,2-dihydro-3,1-benzoxazine-2,4-dione | 1h-benz(d)(1,3)oxazine-2,4-dione | 2,4-dioxo-1,2-dihydro-4h-3,1-benzoxazine | 2h-3,1-benzoxazine-2,4(1h)-dione | 3,1-benzoxazine-2,4(1h)-dione | Isatoic acid anhydride | N-carboxyanthranilic anhydride	TXJUTRJFNRYTHH-UHFFFAOYSA-N
Domiphen	DB11594	small molecule	A01AB06	13900-14-6	23623	4AZL56CU0F			(beta-phenoxyethyl)dimethyldodecylammonium | 1-dodecanaminium, n,n-dimethyl-n-(2-phenoxyethyl) | Dodecyldimethyl(2-phenoxyethyl)ammonium | Domiphen cation | Domiphen ion | Phenododecinium	YXUPZGKORWTXID-UHFFFAOYSA-N
Atezolizumab	DB11595	biotech	L01FF05	1380723-44-3	1792776	52CMI0WC3Y			Atezolizumab	
Levoleucovorin	DB11596	small molecule	V03AF10	68538-85-2	877015	990S25980Y			(6S)-5-Formyl-5,6,7,8-tetrahydrofolic acid | (6S)-5-formyltetrahydrofolic acid | (6S)-Folinic acid | (6S)-Leucovorin | (S)-Leucovorin | ácido levofolínico | Citrovorum factor | L-Folinic acid | Levofolene | Levofolinic acid | N-[4-({[(6S)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)benzoyl]-L-glutamic acid	VVIAGPKUTFNRDU-STQMWFEESA-N
Human Rho(D) immune globulin	DB11597	biotech	J06BB01		1789837	48W7181FLP			Anti-D (RH) immunoglobulin (human) | Anti-D immunoglobulin | Anti-D immunoglobulins | Human anti-D immunoglobulin | IGG, Rho (D) | Immunoglobulin human anti-RH | Rh0(D) Immune Globulin Intravenous (Human) | Rho (D) immune globulin,human | Rho D immune globulin human | Rho(D) immune globulin (human) | Rho(D) immune globulin human | Rho(D) immune globulin IM human	
Antithrombin III human	DB11598	biotech	B01AB02	9000-94-6	221062	T0LTO7L82X			Antithrombin III | Antithrombin III (human) | Antithrombin III human | Antithrombin III human plasma-derived | Antithrombin III, human | Antithrombin III,human | Antitrombina III | AT-III | Heparin cofactor B	
Starch, corn	DB11599	small molecule		9005-25-8	1039062	O8232NY3SJ			Corn starch | Corn starch (pregelatinized) | Corn starch preparation | Corn starch, pregelatinized | Cornstarch | Maize starch | National 78-1551 | Pregelatinized corn starch 1551 | Starch 1500 | Starch 1500 pregelatinized | Starch 1500, pregelatinized | Starch 1551 | Starch maize pregelatinized | Starch, corn (spress B820) | Starch, maize | Starch, pregelatinized corn | Topical starch | Zea mays (corn) starch | Zea mays starch	
Beeswax	DB11600	biotech		8012-89-3	1356	2ZA36H0S2V			Beeswax absolute | Beeswax, yellow | Beeswax,yellow | Wax, yellow | Wax,yellow | Yellow beeswax | Yellow wax	
Tuberculin purified protein derivative	DB11601	biotech		92129-86-7	8948	I7L8FKN87J			Mycobacterium tuberculosis purified protein derivative | Purified protein derivative of tuberculin | Tuberculin PPD | Tuberculin, purified protein derivative | Tuberculin,purified protein derivative | Tuberculina PPD | Tuberculinum	
Hydroxyethyl cellulose	DB11602	small molecule		9004-62-0	27244	T4V6TWG28D			2-Hydroxyethyl cellulose ether | Cellulose hydroxyethyl ether | Cellulose hydroxyethylate | hydroxyethylcellulose	DFJVHKAPIXJTSC-UHFFFAOYSA-N
Rabies immune globulin, human	DB11603	biotech			89886	95F619ATQ2			Human rabies virus immune globulin | Rabies immune globulin | Rabies immune globulin (human) | Rabies immune globulin human | Rabies immune globulin,human | Rabies immunoglobulin (human) | Rabies immunoglobulins	
Tetanus immune globulin, human	DB11604	biotech	J06BB02		91603	V4SWI4RF4J			Human clostridium tetani immune globulin | Human clostridium tetani toxoid immune globulin | Tetanus immune globulin human | Tetanus immune globulin,human | Tetanus immunoglobulin | Tetanus immunoglobulin (human)	
Myrrh	DB11605	small molecule		9000-45-7	67257	JC71GJ1F3L			Bola resin | Commiphora molmol resin | Commiphora myrrha gum resin | Commiphora myrrha resin | Commiphora myrrha resin extract | Common myrrh | Hirabol myrrh | Mo yao | Moyao (commiphora molmol) | Moyao (commiphora myrrha) | Myhrra | Myrrh | Myrrh (commiphora molmol) | Myrrh (commiphora myrrha) | Myrrha | Myrrha (commiphora molmol) | Myrrha (commiphora myrrha)	
Susoctocog alfa	DB11606	biotech	B02BD14	1339940-90-7	1592899	6892UQT2GK			Antihemophilic factor (recombinant) porcine sequence | Antihemophilic factor porcine, B-domain truncated recombinant | Porcine recombinant factor VIII B-domain truncated | Susoctocog alfa	
Efmoroctocog alfa	DB11607	biotech		1270012-79-7	1543095	7PCM518YLR			Antihemophilic Factor (Recombinant BDD), FC Fusion Protein | Antihemophilic factor (recombinant, FC fusion protein) | Coagulation factor VIII recombinant immunoglubulin g1 fusion protein | Efmoroctocog alfa	
Eftrenonacog alfa	DB11608	biotech		1270012-74-2	1535944	02E00T2QDE			Coagulation factor IX recombinant immunoglubulin g1 fusion protein | Eftrenonacog alfa | Recombinant human coagulation factor IX, FC Fusion protein	
Normethadone	DB11609	small molecule	R05DA06	467-85-6	32009	KR2L2A68XL			6-dimethylamino-4,4-diphenyl-3-hexanone | Desmethylmethadone | Isomethadone I | Normethadone	WCJFBSYALHQBSK-UHFFFAOYSA-N
Oxilofrine	DB11610	small molecule		365-26-4	32639	F49638UBDR			4-HMP | 4-hydroxyephedrine | Methyl synephrin | Methyl synephrine | Methylsympatol | Methylsynephrin | Methylsynephrine | Oxilofrine | Oxyephedrin | p-hydroxyephedrine	OXFGTKPPFSCSMA-XVKPBYJWSA-N
Lifitegrast	DB11611	small molecule	S01XA25	1025967-78-5	1801820	038E5L962W			Lifitegrast	JFOZKMSJYSPYLN-QHCPKHFHSA-N
Velpatasvir	DB11613	small molecule	J05AP55	1377049-84-7	1799206	KCU0C7RS7Z			Velpatasvir | Velpatasvirum	FHCUMDQMBHQXKK-CDIODLITSA-N
Rupatadine	DB11614	small molecule	R06AX28	158876-82-5	1799206	2AE8M83G3E			Rupatadina | Rupatadine	WUZYKBABMWJHDL-UHFFFAOYSA-N
Pirarubicin	DB11616	small molecule	L01DB08	72496-41-4	33764	D58G680W0G			Adriamycin, tetrahydropyranyl | Pirarubicin | Theprubicin | THP-Adm | THP-Doxorubicin	KMSKQZKKOZQFFG-YXRRJAAWSA-N
Aclarubicin	DB11617	small molecule	L01DB04	57576-44-0	239	74KXF8I502			Aclacinomycin A | Aclarubicin | aclarubicina	USZYSDMBJDPRIF-SVEJIMAYSA-N
Zorubicin	DB11618	small molecule	L01DB05	54083-22-6	239	V25F9362OP			Benzoic acid hydrazide, 3-hydrazone with daunorubicin | Zorubicin	FBTUMDXHSRTGRV-BJISBDEGSA-N
Gestrinone	DB11619	small molecule	G03XA02	16320-04-0	4792	1421533RCM			Ethylnorgestrienone | Gestrinona | Gestrinone | Gestrinonum	BJJXHLWLUDYTGC-ANULTFPQSA-N
Neridronic Acid	DB11620	small molecule		79778-41-9	4792	8U27U3RIN4			(6-amino-1-hydroxyhexylidene)diphosphonic acid | Neridronate | Neridronic Acid	PUUSSSIBPPTKTP-UHFFFAOYSA-N
Human varicella-zoster immune globulin	DB11621	biotech			39385	33T61IWL27			Human herpesvirus 3 immune globulin | Varicella zoster immune globulin | Varicella zoster immune globulin (human) | Varicella zoster immune globulin human | Varicella zoster immunoglobulin (human) | Varicella-zoster immune globulin | Varicella-zoster immune globulin human | VZV immune globulin	
Dehydrocholic acid	DB11622	small molecule		81-23-2	42625	NH5000009I			3,7,12-Triketo-5beta-cholanoic acid | 3,7,12-triketocholanic acid | 3,7,12-trioxo-5beta-cholanic acid | 3,7,12-trioxo-5β-cholanic acid | 3,7,12-trioxocholanic acid | Decholin | Dehydrocholate | Dehydrocholic acid	OHXPGWPVLFPUSM-KLRNGDHRSA-N
Candoxatrilat	DB11623	small molecule		123122-54-3	42625	7WU8BZ90TH			Candoxatrilat | Candoxatrilate	ACZWIDANLCXHBM-HRCADAONSA-N
Epoetin delta	DB11624	biotech		261356-80-3		474EI5756Y			Epoetin delta	
Perflenapent	DB11625	small molecule	V08DA03	678-26-2	2474632	483AU1Y5CZ			Perflenapent	NJCBUSHGCBERSK-UHFFFAOYSA-N
Tasonermin	DB11626	biotech	L03AX11	94948-59-1	283746	23CA79S88F			Tasonermin | Tasonermina | Tumor necrosis factor, soluble form, nonglycosylated	
Hepatitis B Vaccine (Recombinant)	DB11627	biotech	J07CA08		797752	IFJ010MNE4		DB10308 | DB10993	HBSAG | Hepatitis B antigen | Hepatitis B surface antigen | Hepatitis B Surface Antigen (rDNA) | Hepatitis B surface antigen (recombinant) | Hepatitis B surface antigen vaccine | Hepatitis B surface antigens | Hepatitis B Vaccine | Hepatitis B virus hbsag surface protein antigen | Hepatitis-B surface antigen	
Depreotide	DB11628	small molecule		161982-62-3	797752	NDP0H8E844			Depreotide	XXXSJQLZVNKRKX-YQRDHHIGSA-N
Laropiprant	DB11629	small molecule		571170-77-9	797752	G7N11T8O78			Laropiprant	NXFFJDQHYLNEJK-CYBMUJFWSA-N
Temoporfin	DB11630	small molecule	L01XD05	122341-38-2	115243	FU21S769PF			2,3-dihydro-5,10,15,20-tetra(m-hydroxyphenyl)porphyrin | m-THPC | meso-tetrahydroxyphenylchlorin | Temoporfin	LYPFDBRUNKHDGX-LWQDQPMZSA-N
Eptotermin alfa	DB11631	biotech	M05BC02	129805-33-0	115243	IT063R5MY0			BMP-7 | Bone morphogenetic protein 7 | Eptotermin alfa | Eptotermina alfa | HBMP7 | HrBMP-7 | Human recombinant bone morphogenetic protein 7 | OP-1 | Osteogenic protein 1 | RH-polypeptide-52	
Opicapone	DB11632	small molecule	N04BX04	923287-50-7	2362167	Y5929UIJ5N			Opicapona | Opicapone	ASOADIZOVZTJSR-UHFFFAOYSA-N
Isavuconazole	DB11633	small molecule	J02AC05	241479-67-4	1720882	60UTO373KE			isavuconazol | Isavuconazole | isavuconazolum	DDFOUSQFMYRUQK-RCDICMHDSA-N
Colestilan chloride	DB11634	small molecule	V03AE06	95522-45-5		VSI302RYSR			Colestilan | Colestilan chloride	
Tocofersolan	DB11635	small molecule	A11HA08	9002-96-4	159151	O03S90U1F2			Tocofersolan | Tocofersolano | Tocofersolanum | Tocophersolan | TPG-S | TPGS	
Nomegestrol	DB11636	small molecule	G03AA14	58691-88-6	31930	10F89177CO			Nomegestrol	KZUIYQJTUIACIG-YBZCJVABSA-N
Delamanid	DB11637	small molecule	J04AK06	681492-22-8	31930	8OOT6M1PC7			Delamanid	XDAOLTSRNUSPPH-XMMPIXPASA-N
Artenimol	DB11638	small molecule	P01BF05	71939-50-9	31930	6A9O50735X			Artenimol | beta-Dihydroartemisinin | Dihydroartemisinin	BJDCWCLMFKKGEE-HVDUHBCDSA-N
Dibotermin alfa	DB11639	biotech	M05BC01	246539-15-1	31930	T472P45MG6	P12643		BMP 2 | BMP-2 | Bone morphogenetic protein 2 | Bone morphogenetic protein 2 (human recombinant rhBMP-2) | Dibotermin alfa | Dibotermina alfa | rhBMP-2	
Amifampridine	DB11640	small molecule	N07XX05	54-96-6	2106338	RU4S6E2G0J	P12643		3,4-DAP | 3,4-Diaminopyridine | 3,4-Pyridinediamine | 4,5-Diaminopyridine | Amifampridine | DAP	OYTKINVCDFNREN-UHFFFAOYSA-N
Vinflunine	DB11641	small molecule	L01CA05	162652-95-1	2106338	5BF646324K	P12643		20',20'-difluoro-3',4'-dihydrovinorelbine | 4'-deoxy-20',20'-difluoro-5'-norvincaleukoblastine | 4'-deoxy-20',20'-difluoro-8'-norvincaleukoblastine | Vinflunina | Vinflunine | Vinfluninum	NMDYYWFGPIMTKO-KLCPSUAYSA-N
Pitolisant	DB11642	small molecule	N07XX11	362665-56-3	2197878	4BC83L4PIY	P12643		Pitolisant	NNACHAUCXXVJSP-UHFFFAOYSA-N
Recombinant Cholera Toxin B Subunit	DB11643	biotech				1FKD81GIZJ			Cholera enterotoxin B chain | Cholera enterotoxin subunit B | Choleragenoid	
Tafamidis	DB11644	small molecule	N07XX08	594839-88-0	1545063	8FG9H9D31J			Tafamidis | Tafamidisum	TXEIIPDJKFWEEC-UHFFFAOYSA-N
PF-4191834	DB11645	small molecule		1029317-21-2	1545063	YX55DXP4T1				DVNQWYLVSNPCJZ-UHFFFAOYSA-N
Conatumumab	DB11646	biotech		896731-82-1	1545063	1P48L61KM0			Conatumumab	
Incyclinide	DB11647	small molecule		15866-90-7	1545063	21G64WZQ4I			Incyclinide	ZXFCRFYULUUSDW-OWXODZSWSA-N
Afuresertib	DB11648	small molecule		1047644-62-1	1545063	8739X25QI3			Afuresertib	AFJRDFWMXUECEW-LBPRGKRZSA-N
Lersivirine	DB11649	small molecule		473921-12-9	1545063	R3ZGC15A9A			Lersivirine	MCPUZZJBAHRIPO-UHFFFAOYSA-N
HT-0712	DB11650	small molecule		617720-02-2	1545063	2O43FXG9IG				ABEJDMOBAFLQNJ-NHCUHLMSSA-N
Dactolisib	DB11651	small molecule		915019-65-7	1545063	RUJ6Z9Y0DT			Dactolisib	JOGKUKXHTYWRGZ-UHFFFAOYSA-N
Tucatinib	DB11652	small molecule	L01EH03	937263-43-9	2361285	234248D0HH		DB06142	Tucatinib	SDEAXTCZPQIFQM-UHFFFAOYSA-N
Bremelanotide	DB11653	biotech	G02CX05	189691-06-3	2176312	6Y24O4F92S			Bremelanotida | Bremelanotide | Brémelanotide | Bremelanotidum	
T-2000	DB11654	small molecule		97846-21-4	2176312	QW2J7VST60				RRFBTKHQZRCRSS-UHFFFAOYSA-N
Evacetrapib	DB11655	small molecule		1186486-62-3	2176312	51XWV9K850			Evacetrapib	IHIUGIVXARLYHP-YBXDKENTSA-N
