drugbank-id,assoc_cond
DB00958,Malignant Pleural Mesothelioma (MPM)
DB11191,Malnutrition
DB14233,Malnutrition
DB02893,Malnutrition; Protein
DB13909,Malodorous flatulence
DB13909,Malodorous stool
DB00291,MALT Lymphoma
DB00477,Mania
DB04165,Mania
DB01622,Manic syndromes
DB12867,Manic syndromes
DB00188,Mantle Cell Lymphoma (MCL)
DB00291,Mantle Cell Lymphoma (MCL)
DB00480,Mantle Cell Lymphoma (MCL)
DB11703,Mantle Cell Lymphoma (MCL)
DB15035,Mantle Cell Lymphoma (MCL)
DB00678,Marfan Syndrome
DB00480,Marginal Zone Lymphoma (MZL)
DB09053,Marginal Zone Lymphoma (MZL)
DB00761,Markedly Reduced Food Intake
DB14256,Massage
DB06595,Mast Cell Leukemia (MCL)
DB15233,Mast Cell Leukemia (MCL)
DB01112,Maxillary Sinusitis
DB00028,Measles
DB08979,Measles
DB10315,Measles
DB10317,Measles
DB11342,Meckel Diverticulum
DB14496,Meckel Diverticulum
DB04564,Medical device site calcification
DB00917,Medically induced abortion
DB00929,Medically induced abortion
DB00262,Medulloblastomas
DB00650,Megaloblastic anemia
DB00798,Meibomianitis
DB00022,Melanoma
DB08911,Melanoma
DB08912,Melanoma
DB09035,Melanoma
DB15373,Melanoma
DB09526,Melasma
DB04599,Memory Disturbances
DB14741,Men Infertility
DB00165,Menière's Disease
DB00391,Menière's Disease
DB00985,Menière's Disease
DB01082,Menière's Disease
DB01231,Menière's Disease
DB06698,Menière's Disease
DB00563,Meningeal leukemia
DB00987,Meningeal leukemia
DB01005,Meningiomas
DB00916,Meningitis
DB01053,Meningitis
DB01112,Meningitis
DB01329,Meningitis
DB00359,Meningitis caused by Haemophilus influenzae
DB14033,Meningitis caused by Haemophilus influenzae
DB00781,Meningitis caused by Haemophilus influenzae
DB00635,Meningitis caused by Mycobacterium Tuberculosis
DB00959,Meningitis caused by Mycobacterium Tuberculosis
DB01234,Meningitis caused by Mycobacterium Tuberculosis
DB01380,Meningitis caused by Mycobacterium Tuberculosis
DB00415,"Meningitis, Bacterial"
DB00438,"Meningitis, Bacterial"
DB00479,"Meningitis, Bacterial"
DB00684,"Meningitis, Bacterial"
DB00760,"Meningitis, Bacterial"
DB00798,"Meningitis, Bacterial"
DB01212,"Meningitis, Bacterial"
DB01413,"Meningitis, Bacterial"
DB00781,"Meningitis, Bacterial"
DB00196,"Meningitis, Cryptococcal"
DB00681,"Meningitis, Cryptococcal"
DB00681,"Meningitis, Fungal"
DB01099,"Meningitis, Fungal"
DB14427,Meningococcal Disease
DB15680,Meningococcal Disease
DB00359,Meningococcal Meningitis
DB01053,Meningococcal Meningitis
DB14033,Meningococcal Meningitis
DB06243,Meningoencephalitic stage Trypanosoma brucei gambiense infection
DB16611,Meningoencephalitis viral
DB04573,Menopausal and Postmenopausal Disorders
DB00977,Menopausal Osteoporosis
DB01174,Menopausal Symptoms
DB13913,Menopausal Symptoms
DB13956,Menopausal Symptoms
DB13975,Menopausal Symptoms
DB13981,Menopausal Symptoms
DB00169,Menopause
DB00286,Menopause
DB13956,Menopause
DB13975,Menopause Symptoms
DB14101,Menopause-Related Hot Flashes
DB13193,Menstrual Cycle Abnormal
DB00165,Menstrual Distress (Dysmenorrhea)
DB00316,Menstrual Distress (Dysmenorrhea)
DB00378,Menstrual Distress (Dysmenorrhea)
DB00586,Menstrual Distress (Dysmenorrhea)
DB00712,Menstrual Distress (Dysmenorrhea)
DB00788,Menstrual Distress (Dysmenorrhea)
DB00823,Menstrual Distress (Dysmenorrhea)
DB00957,Menstrual Distress (Dysmenorrhea)
DB01050,Menstrual Distress (Dysmenorrhea)
DB01148,Menstrual Distress (Dysmenorrhea)
DB01173,Menstrual Distress (Dysmenorrhea)
DB01357,Menstrual Distress (Dysmenorrhea)
DB04743,Menstrual Distress (Dysmenorrhea)
DB08984,Menstrual Distress (Dysmenorrhea)
DB09214,Menstrual Distress (Dysmenorrhea)
DB09300,Menstrual Distress (Dysmenorrhea)
DB09389,Menstrual Distress (Dysmenorrhea)
DB12474,Menstrual Distress (Dysmenorrhea)
DB13437,Menstrual Distress (Dysmenorrhea)
DB13844,Menstrual Distress (Dysmenorrhea)
DB15947,Menstrual Distress (Dysmenorrhea)
DB04839,Menstrual Irregularities
DB13953,Menstrual Irregularities
DB13956,Menstrual Irregularities
DB00201,Menstrual Pain
DB00945,Menstrual Pain
DB13524,Menstrual Pain
DB13612,Menstrual Pain
DB00378,Menstrual Regulation
DB14018,Menstrual syndrome
DB12474,Menstruation
DB01049,Mental activity decreased
DB00566,Mercury Poisoning
DB00773,Merkel cell cancer
DB00958,Merkel Cell Carcinoma
DB00305,Mesothelioma
DB00441,Mesothelioma
DB00165,Metabolic Acidosis
DB00761,Metabolic Acidosis
DB01390,Metabolic Acidosis
DB03754,Metabolic Acidosis
DB04272,Metabolic Acidosis
DB09125,Metabolic Acidosis
DB09153,Metabolic Acidosis
DB09154,Metabolic Acidosis
DB00594,Metabolic Alkalosis
DB00819,Metabolic Alkalosis
DB06767,Metabolic Alkalosis
DB09341,Metabolic Alkalosis
DB00140,Metabolic cardiomyopathy
DB00072,Metastatic Adenocarcinoma of the Gastroesophageal Junction
DB01101,Metastatic Adenocarcinoma of the Gastroesophageal Junction
DB09037,Metastatic Adenocarcinoma of the Gastroesophageal Junction
DB00072,Metastatic Adenocarcinoma of the Stomach
DB06704,Metastatic Adrenal Gland Pheochromocytoma
DB11595,Metastatic Alveolar Soft Part Sarcoma
DB08911,Metastatic Anaplastic Thyroid Cancer
DB08912,Metastatic Anaplastic Thyroid Cancer
DB08828,Metastatic Basal cell carcinoma
DB14707,Metastatic Basal cell carcinoma
DB11714,Metastatic Biliary Tract Cancer
DB01229,Metastatic Bladder Cancer
DB01248,Metastatic Bladder Cancer
DB00997,Metastatic Bone Sarcomas
DB00262,Metastatic Brain Tumors
DB01206,Metastatic Brain Tumors
DB00072,Metastatic Breast Cancer
DB00112,Metastatic Breast Cancer
DB00286,Metastatic Breast Cancer
DB00361,Metastatic Breast Cancer
DB00441,Metastatic Breast Cancer
DB00539,Metastatic Breast Cancer
DB00783,Metastatic Breast Cancer
DB00958,Metastatic Breast Cancer
DB00997,Metastatic Breast Cancer
DB01204,Metastatic Breast Cancer
DB01217,Metastatic Breast Cancer
DB01229,Metastatic Breast Cancer
DB01248,Metastatic Breast Cancer
DB01259,Metastatic Breast Cancer
DB04845,Metastatic Breast Cancer
DB06205,Metastatic Breast Cancer
DB06366,Metastatic Breast Cancer
DB06374,Metastatic Breast Cancer
DB06710,Metastatic Breast Cancer
DB09073,Metastatic Breast Cancer
DB09074,Metastatic Breast Cancer
DB09381,Metastatic Breast Cancer
DB11730,Metastatic Breast Cancer
DB11760,Metastatic Breast Cancer
DB14962,Metastatic Breast Cancer With HER2 Positive
DB14967,Metastatic Breast Cancer With HER2 Positive
DB00351,Metastatic Breast Carcinoma
DB00997,Metastatic Bronchogenic Carcinoma
DB00104,Metastatic Carcinoid Tumors
DB04839,Metastatic Carcinoma of the Prostate
DB05812,Metastatic Castration Sensitive Prostate Cancer
DB08899,Metastatic Castration Sensitive Prostate Cancer
DB11901,Metastatic Castration Sensitive Prostate Cancer
DB00635,Metastatic Castration-Resistant Prostate Cancer (mCRPC)
DB00860,Metastatic Castration-Resistant Prostate Cancer (mCRPC)
DB05812,Metastatic Castration-Resistant Prostate Cancer (mCRPC)
DB08899,Metastatic Castration-Resistant Prostate Cancer (mCRPC)
DB08913,Metastatic Castration-Resistant Prostate Cancer (mCRPC)
DB09074,Metastatic Castration-Resistant Prostate Cancer (mCRPC)
DB12332,Metastatic Castration-Resistant Prostate Cancer (mCRPC)
DB16778,Metastatic Castration-Resistant Prostate Cancer (mCRPC)
DB00112,Metastatic Cervical Cancer
DB00361,Metastatic Cervical Cancer
DB00642,Metastatic Cervical Cancer
DB00762,Metastatic Cervical Cancer
DB09037,Metastatic Cervical Cancer
DB14707,Metastatic Cervical Cancer
DB16732,Metastatic Cervical Cancer
DB14568,Metastatic Cholangiocarcinoma
DB08875,Metastatic Clear Cell Renal Cell Carcinoma (ccRCC)
DB00002,Metastatic Colorectal Cancer (CRC)
DB00112,Metastatic Colorectal Cancer (CRC)
DB00432,Metastatic Colorectal Cancer (CRC)
DB01269,Metastatic Colorectal Cancer (CRC)
DB05578,Metastatic Colorectal Cancer (CRC)
DB08885,Metastatic Colorectal Cancer (CRC)
DB08896,Metastatic Colorectal Cancer (CRC)
DB09035,Metastatic Colorectal Cancer (CRC)
DB09343,Metastatic Colorectal Cancer (CRC)
DB11596,Metastatic Colorectal Cancer (CRC)
DB11718,Metastatic Colorectal Cancer (CRC)
DB09037,Metastatic cutaneous squamous cell carcinoma
DB14707,Metastatic cutaneous squamous cell carcinoma
DB00619,Metastatic Dermatofibrosarcoma protuberans
DB08875,Metastatic Differentiated Thyroid Cancer
DB00351,Metastatic Endometrial carcinoma
DB00603,Metastatic Endometrial carcinoma
DB12887,Metastatic Epithelioid Sarcoma
DB09035,Metastatic Esophageal Adenocarcinoma
DB09037,Metastatic Esophageal Carcinoma
DB06186,Metastatic Esophageal Squamous Cell Carcinoma
DB00675,Metastatic Estrogen Receptor Positive Breast Cancer
DB15690,Metastatic Estrogen Receptor Positive Breast Cancer
DB00072,Metastatic Gastric Adenocarcinoma
DB00432,Metastatic Gastric Adenocarcinoma
DB09035,Metastatic Gastric Adenocarcinoma
DB09343,Metastatic Gastric Adenocarcinoma
DB01101,Metastatic Gastric Cancers
DB00997,Metastatic Gastric carcinoma
DB05578,Metastatic Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma
DB00072,Metastatic Gastroesophageal Junction Adenocarcinoma
DB00432,Metastatic Gastroesophageal Junction Adenocarcinoma
DB09035,Metastatic Gastroesophageal Junction Adenocarcinoma
DB09343,Metastatic Gastroesophageal Junction Adenocarcinoma
DB01590,Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors
DB00619,Metastatic Gastrointestinal Stromal Tumor (GIST)
DB08896,Metastatic Gastrointestinal Stromal Tumor (GIST)
DB15233,Metastatic Gastrointestinal Stromal Tumor (GIST)
DB09035,Metastatic Hepatocellular Carcinoma
DB11595,Metastatic Hepatocellular Carcinoma
DB14962,Metastatic HER2 Mutant Non-small Cell Lung Cancer
DB14962,Metastatic HER2-low Breast Cancer
DB09037,Metastatic HER2-positive Adenocarcinoma of the Stomach
DB09037,Metastatic HER2-positive Adenocarcinomas of the Gastroesophageal Junction
DB14962,Metastatic HER2-positive Adenocarcinomas of the Gastroesophageal Junction
DB14962,Metastatic HER2-positive Gastric Adenocarcinoma
DB09037,Metastatic High Tumor Mutation Burden Solid Tumors
DB12941,Metastatic Hormone Sensitive Prostate Cancer
DB11901,Metastatic Hormone-Sensitive Prostate Cancer (mHSPC)
DB01006,Metastatic HR + HER2 - breast cancer
DB12001,Metastatic HR + HER2 - breast cancer
DB12015,Metastatic HR + HER2 - breast cancer
DB12893,"Metastatic HR Positive, HER2/Neu Negative Breast Cancer"
DB15149,Metastatic Intrahepatic Cholangiocarcinoma
DB00428,Metastatic Islet Cell Carcinoma
DB05109,Metastatic Leiomyosarcoma
DB05109,Metastatic Liposarcoma
DB08871,Metastatic Liposarcoma
DB15766,Metastatic Locally Advanced Merkel Cell Carcinoma
DB01590,Metastatic lung origin Progressive Neuroendocrine Tumors
DB12674,Metastatic Lung Small Cell Carcinoma
DB00987,Metastatic Malignant Neoplasm to the Leptomeninges
DB00877,Metastatic malignant Perivascular Epithelioid Cell Neoplasms
DB00041,Metastatic Melanoma
DB00570,Metastatic Melanoma
DB00619,Metastatic Melanoma
DB00851,Metastatic Melanoma
DB01229,Metastatic Melanoma
DB04106,Metastatic Melanoma
DB05239,Metastatic Melanoma
DB06186,Metastatic Melanoma
DB08881,Metastatic Melanoma
DB08911,Metastatic Melanoma
DB08912,Metastatic Melanoma
DB09035,Metastatic Melanoma
DB09037,Metastatic Melanoma
DB11595,Metastatic Melanoma
DB11718,Metastatic Melanoma
DB11967,Metastatic Melanoma
DB14851,Metastatic Melanoma
DB09037,Metastatic Merkel Cell Carcinoma (MCC)
DB11945,Metastatic Merkel Cell Carcinoma (MCC)
DB09037,Metastatic Microsatellite Instability High Colorectal Cancer
DB09037,Metastatic Microsatellite Instability-High (MSI-H) Solid Tumors
DB09037,Metastatic Mismatch repair deficient (dMMR) solid tumors
DB09037,Metastatic Mismatch Repair Deficient Colorectal Cancer
DB00997,Metastatic Neuroblastoma
DB06704,Metastatic Neuroblastoma
DB01101,Metastatic Neuroendocrine Tumors
DB11835,Metastatic Neuroendocrine Tumors
DB00970,Metastatic nonseminomatous Testicular cancer
DB00317,Metastatic Non-Small Cell Lung Cancer
DB00361,Metastatic Non-Small Cell Lung Cancer
DB00530,Metastatic Non-Small Cell Lung Cancer
DB01229,Metastatic Non-Small Cell Lung Cancer
DB05578,Metastatic Non-Small Cell Lung Cancer
DB06186,Metastatic Non-Small Cell Lung Cancer
DB08865,Metastatic Non-Small Cell Lung Cancer
DB08911,Metastatic Non-Small Cell Lung Cancer
DB08912,Metastatic Non-Small Cell Lung Cancer
DB08916,Metastatic Non-Small Cell Lung Cancer
DB09035,Metastatic Non-Small Cell Lung Cancer
DB09037,Metastatic Non-Small Cell Lung Cancer
DB09330,Metastatic Non-Small Cell Lung Cancer
DB09559,Metastatic Non-Small Cell Lung Cancer
DB11595,Metastatic Non-Small Cell Lung Cancer
DB11714,Metastatic Non-Small Cell Lung Cancer
DB11771,Metastatic Non-Small Cell Lung Cancer
DB11791,Metastatic Non-Small Cell Lung Cancer
DB11963,Metastatic Non-Small Cell Lung Cancer
DB11986,Metastatic Non-Small Cell Lung Cancer
DB12130,Metastatic Non-Small Cell Lung Cancer
DB12267,Metastatic Non-Small Cell Lung Cancer
DB14707,Metastatic Non-Small Cell Lung Cancer
DB15133,Metastatic Non-Small Cell Lung Cancer
DB15568,Metastatic Non-Small Cell Lung Cancer
DB15569,Metastatic Non-Small Cell Lung Cancer
DB16390,Metastatic Non-Small Cell Lung Cancer
DB16695,Metastatic Non-Small Cell Lung Cancer
DB09079,Metastatic Non-Small Cell Lung Carcinoma (NSCLC)
DB00112,Metastatic Non-squamous Non Small Cell Lung Cancer
DB00642,Metastatic Non-squamous Non Small Cell Lung Cancer
DB11595,Metastatic Non-squamous Non Small Cell Lung Cancer
DB00997,Metastatic Ovarian carcinoma
DB01101,Metastatic pancreatic endocrine carcinoma
DB01229,Metastatic Penile cancer
DB00665,Metastatic Prostate Cancer
DB01196,Metastatic Prostate Cancer
DB15887,Metastatic Prostate Cancer
DB00041,Metastatic Renal Cell Carcinoma ( mRCC)
DB00112,Metastatic Renal Cell Carcinoma ( mRCC)
DB00603,Metastatic Renal Cell Carcinoma ( mRCC)
DB09035,Metastatic Renal Cell Carcinoma ( mRCC)
DB09037,Metastatic Renal Cell Carcinoma ( mRCC)
DB15685,Metastatic RET-fusion Non Small Cell Lung Cancer
DB15822,Metastatic RET-fusion Non Small Cell Lung Cancer
DB15685,Metastatic RET-fusion thyroid cancer
DB15822,Metastatic RET-fusion thyroid cancer
DB15685,Metastatic RET-mutant medullary thyroid cancer
DB15822,Metastatic RET-mutant medullary thyroid cancer
DB01030,Metastatic Rhabdomyosarcoma
DB00997,Metastatic Soft Tissue Sarcoma
DB11986,Metastatic Solid Neoplasm
DB15685,Metastatic Solid Neoplasm
DB08912,Metastatic Solid Tumours
DB00002,Metastatic Squamous Cell Carcinoma of the Head and Neck (HNSCC)
DB01248,Metastatic Squamous Cell Carcinoma of the Head and Neck (HNSCC)
DB09035,Metastatic Squamous Cell Carcinoma of the Head and Neck (HNSCC)
DB09037,Metastatic Squamous Cell Carcinoma of the Head and Neck (HNSCC)
DB01128,Metastatic stage D2 Prostatic carcinoma
DB00515,Metastatic Testicular cancer
DB00773,Metastatic Thymic Cancer
DB00997,Metastatic Thyroid Cancer
DB09293,Metastatic Thyroid Cancer
DB05294,Metastatic Thyroid Gland Medullary Carcinoma
DB11641,Metastatic Transitional Cell Carcinoma of the Urothelial Tract
DB09037,Metastatic Triple Negative Breast Cancers
DB12893,Metastatic Triple Negative Breast Cancers
DB01248,Metastatic untreated non small cell lung cancer
DB00642,Metastatic Ureter Urothelial Carcinoma
DB09035,Metastatic Ureter Urothelial Carcinoma
DB09037,Metastatic Ureter Urothelial Carcinoma
DB00997,Metastatic Urothelial Cancer
DB11945,Metastatic Urothelial Cancer
DB13007,Metastatic Urothelial Cancer
DB15283,Metastatic Uveal Melanoma
DB00997,Metastatic Wilms' tumor
DB09037,Metastic Renal Cell Carcinoma
DB00085,Meteorism
DB08810,Meteorism
DB09018,Meteorism
DB09278,Meteorism
DB11365,Meteorism
DB00575,Methadone withdrawal
DB00898,Methanol overdose
DB01213,Methanol poisoning
DB08167,Methemoglobinemia
DB09241,Methemoglobinemia
DB01369,Methicillin Resistant Staphylococcus Aureus Infection (MRSA)
DB01764,Methicillin Resistant Staphylococcus Aureus Infection (MRSA)
DB00158,Methotrexate toxicity
DB00650,Methotrexate toxicity
DB08898,Methotrexate toxicity
DB01390,Methyl alcohol poisoning
DB12474,Metrorrhagia
DB06168,Mevalonate Kinase Deficiency
DB00707,Microinvasive endobrachial Non-small cell lung cancer
DB06186,Microsatellite Instability High Metastatic Colorectal Cancer (CRC)
DB00073,Microscopic Polyangiitis (MPA)
DB15011,Microscopic Polyangiitis (MPA)
DB00925,Micturition Disorder
DB01234,Middle ear inflammation
DB08801,Middle ear inflammation
DB00140,Migraine
DB00264,Migraine
DB00273,Migraine
DB00285,Migraine
DB00313,Migraine
DB00315,Migraine
DB00321,Migraine
DB00335,Migraine
DB00373,Migraine
DB00571,Migraine
DB00622,Migraine
DB00696,Migraine
DB00697,Migraine
DB00722,Migraine
DB00788,Migraine
DB00796,Migraine
DB00918,Migraine
DB00945,Migraine
DB01009,Migraine
DB01018,Migraine
DB01050,Migraine
DB01114,Migraine
DB01176,Migraine
DB01203,Migraine
DB01233,Migraine
DB03247,Migraine
DB05381,Migraine
DB06153,Migraine
DB09140,Migraine
DB09218,Migraine
DB09270,Migraine
DB11110,Migraine
DB13520,Migraine
DB14039,Migraine
DB14040,Migraine
DB14041,Migraine
DB14042,Migraine
DB15790,Migraine
DB16098,Migraine
DB00320,"Migraine Headache, With or Without Aura"
DB11732,"Migraine Headache, With or Without Aura"
DB00952,Migraine with acute onset aura
DB00953,Migraine with acute onset aura
DB00216,Migraine With Aura
DB00953,Migraine With Aura
DB00998,Migraine With Aura
DB12457,Migraine With Aura
DB15328,Migraine With Aura
DB00216,Migraine Without Aura
DB00953,Migraine Without Aura
DB00998,Migraine Without Aura
DB12457,Migraine Without Aura
DB15328,Migraine Without Aura
DB00998,Migraine;Menstrual
DB00199,Mild Acne vulgaris
DB00799,Mild Acne vulgaris
DB01250,Mild Acute Ulcerative Colitis
DB00366,Mild Allergic Rhinitis
DB14539,Mild Anal Fissures
