diseaseId	diseaseName	type	MeSH_tree_number	MeSH_heading
C0158543	Congenital cystic eyeball	disease	C11	   Eye Diseases
C0268500	Yellow mutant oculocutaneous albinism	disease	C11	   Eye Diseases
C0339296	Neurotrophic keratitis	disease	C11	   Eye Diseases
C0023316	Lens Subluxation	disease	C11	   Eye Diseases
C4551559	Senior-Loken Syndrome 1	disease	C11	   Eye Diseases
C0342683	ALBINISM, OCULOCUTANEOUS, TYPE III	disease	C11	   Eye Diseases
C1852438	CATARACT, COPPOCK-LIKE	disease	C11	   Eye Diseases
C0035335	Retinoblastoma	disease	C11	   Eye Diseases
C0235272	Retinal damage	phenotype	C11	   Eye Diseases
C3640024	Unilateral microphthalmos	disease	C11	   Eye Diseases
C2931501	Microphthalmia associated with colobomatous cyst	phenotype	C11	   Eye Diseases
C1720416	Episodic ataxia type 2 (disorder)	disease	C11	   Eye Diseases
C0025210	Ocular melanosis	disease	C11	   Eye Diseases
C0162292	External Ophthalmoplegia	disease	C11	   Eye Diseases
C0271386	Vertical Nystagmus	disease	C11	   Eye Diseases
C1842031	IRIDOGONIODYSGENESIS, TYPE 2	disease	C11	   Eye Diseases
C2751294	GLAUCOMA 1, OPEN ANGLE, O	disease	C11	   Eye Diseases
C0796036	Marinesco-Sjogren-like syndrome (MSLS)	disease	C11	   Eye Diseases
C0029531	Other cataract	disease	C11	   Eye Diseases
C0423319	Atrophic iris	disease	C11	   Eye Diseases
C1859570	BARDET-BIEDL SYNDROME 12	disease	C11	   Eye Diseases
C2675552	Retinitis Pigmentosa 7, Digenic	disease	C11	   Eye Diseases
C2677500	Oculoauricular Syndrome	disease	C11	   Eye Diseases
C2746069	Familial ectopia lentis	disease	C11	   Eye Diseases
C1845407	CONE-ROD DYSTROPHY, X-LINKED, 3	disease	C11	   Eye Diseases
C0018975	Hemeralopia	disease	C11	   Eye Diseases
C1858679	CATARACT, AUTOSOMAL DOMINANT	disease	C11	   Eye Diseases
C0026961	Mydriasis	phenotype	C11	   Eye Diseases
C0271091	Retinoschisis, Juvenile, X-Linked	disease	C11	   Eye Diseases
C1839988	Ichthyosis follicularis atrichia photophobia syndrome	disease	C11	   Eye Diseases
C0271183	Severe myopia	disease	C11	   Eye Diseases
C1842475	Retinitis Pigmentosa 7	disease	C11	   Eye Diseases
C4477018	Sectoral retinitis pigmentosa	disease	C11	   Eye Diseases
C0162285	Edema of eyelid	phenotype	C11	   Eye Diseases
C1855645	Keratoconus posticus circumscriptus	disease	C11	   Eye Diseases
C0438434	Scotoma, Ring	phenotype	C11	   Eye Diseases
C4551988	BLEPHAROCHEILODONTIC SYNDROME 1	disease	C11	   Eye Diseases
C0271092	Progressive cone dystrophy (without rod involvement)	disease	C11	   Eye Diseases
C0271384	Spontaneous Ocular Nystagmus	disease	C11	   Eye Diseases
C0391816	Tietz syndrome	disease	C11	   Eye Diseases
C1641846	Groenouw corneal dystrophy type I (disorder)	disease	C11	   Eye Diseases
C3714506	Meckel syndrome type 1	disease	C11	   Eye Diseases
C2931135	Blepharophimosis syndrome type 1	disease	C11	   Eye Diseases
C0398677	Ocular sarcoidosis	disease	C11	   Eye Diseases
C0152026	Retinal Vasculitis	disease	C11	   Eye Diseases
C2936406	alpha-Dystroglycanopathies	disease	C11	   Eye Diseases
C1856718	Fleck Retina, Familial Benign	disease	C11	   Eye Diseases
C2751290	CHOROIDAL DYSTROPHY, CENTRAL AREOLAR 2	disease	C11	   Eye Diseases
C4048268	Cortical visual impairment	phenotype	C11	   Eye Diseases
C0376323	Congestive Ophthalmopathy	disease	C11	   Eye Diseases
C1969063	Cavitary Optic Disc Anomalies	disease	C11	   Eye Diseases
C0752166	Bardet-Biedl Syndrome	disease	C11	   Eye Diseases
C1858279	Charcot-Marie-Tooth disease, Type 4B2, with early-onset glaucoma	disease	C11	   Eye Diseases
C0240595	Rotary Nystagmus	disease	C11	   Eye Diseases
C0155196	Cicatricial ectropion	disease	C11	   Eye Diseases
C0235267	Redness of eye	phenotype	C11	   Eye Diseases
C1861735	Dementia, familial Danish	disease	C11	   Eye Diseases
C2678503	AXENFELD-RIEGER SYNDROME, TYPE 3	disease	C11	   Eye Diseases
C1298695	Hypoplasia of optic disc	disease	C11	   Eye Diseases
C1859564	Bardet-Biedl syndrome 3	disease	C11	   Eye Diseases
C0542514	Blue sclera	phenotype	C11	   Eye Diseases
C0155223	Dacryoadenitis	disease	C11	   Eye Diseases
C0339462	Macular retinoschisis	disease	C11	   Eye Diseases
C1832175	Cataract, Congenital, Cerulean Type, 2	disease	C11	   Eye Diseases
C2062713	Progressive ophthalmoplegia	disease	C11	   Eye Diseases
C1859312	CAMFAK syndrome	disease	C11	   Eye Diseases
C0035312	Retinal Drusen	disease	C11	   Eye Diseases
C1835801	Eversion of lateral third of lower eyelids	phenotype	C11	   Eye Diseases
C1850362	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B	disease	C11	   Eye Diseases
C2939415	Phacodonesis	disease	C11	   Eye Diseases
C1832378	Retinitis Pigmentosa 18	disease	C11	   Eye Diseases
C1282359	Ocular Cicatricial Pemphigoid	disease	C11	   Eye Diseases
C0271270	Oculovestibuloauditory syndrome	disease	C11	   Eye Diseases
C0154920	Pigmentary iris degeneration	phenotype	C11	   Eye Diseases
C0271294	Chronic allergic conjunctivitis	disease	C11	   Eye Diseases
C0029182	orbit (eye disorders)	group	C11	   Eye Diseases
C0339681	Index myopia	disease	C11	   Eye Diseases
C0406733	Curly hair-ankyloblepharon-nail dysplasia syndrome	disease	C11	   Eye Diseases
C1864111	MYOPIA 3 (disorder)	disease	C11	   Eye Diseases
C1319466	Barber Say syndrome	disease	C11	   Eye Diseases
C0265341	Rieger syndrome	disease	C11	   Eye Diseases
C1282227	Postoperative endophthalmitis	disease	C11	   Eye Diseases
C0266544	Microcornea	disease	C11	   Eye Diseases
C0152138	Glaucomatocyclitic crisis	disease	C11	   Eye Diseases
C1854002	EXUDATIVE VITREORETINOPATHY 3	disease	C11	   Eye Diseases
C0349702	Corneal Scar	phenotype	C11	   Eye Diseases
C0423262	Corneal endotheliitis	disease	C11	   Eye Diseases
C0338508	Optic Atrophy 1	disease	C11	   Eye Diseases
C1832669	SPASTIC PARAPLEGIA 9, AUTOSOMAL DOMINANT (disorder)	disease	C11	   Eye Diseases
C1868660	Nasopalpebral lipoma coloboma syndrome	disease	C11	   Eye Diseases
C3151065	Cataract, Posterior Polar, 2	disease	C11	   Eye Diseases
C0271084	Exudative age-related macular degeneration	disease	C11	   Eye Diseases
C1708554	Intraocular Infection	disease	C11	   Eye Diseases
C1859774	Optic Nerve Hypoplasia and Abnormalities of the Central Nervous System	disease	C11	   Eye Diseases
C1858726	Congenital Cataracts, Facial Dysmorphism, And Neuropathy	disease	C11	   Eye Diseases
C2676771	JOUBERT SYNDROME 8 (disorder)	disease	C11	   Eye Diseases
C0152226	Lagophthalmos	disease	C11	   Eye Diseases
C0339282	Pre-descemet's corneal dystrophy	disease	C11	   Eye Diseases
C0339537	Cone monochromatism	disease	C11	   Eye Diseases
C0015414	Eye Neoplasms	group	C11	   Eye Diseases
C0008690	Chronic anterior uveitis	disease	C11	   Eye Diseases
C1856441	Late onset congenital glaucoma	disease	C11	   Eye Diseases
C0009774	Viral Conjunctivitis	disease	C11	   Eye Diseases
C0423361	Posterior Vitreous Detachment	disease	C11	   Eye Diseases
C0521759	Convergence Nystagmus	disease	C11	   Eye Diseases
C4551693	Wolfram Syndrome 1	disease	C11	   Eye Diseases
C1876182	NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 2	disease	C11	   Eye Diseases
C1863926	GLAUCOMA 1, OPEN ANGLE, F (disorder)	disease	C11	   Eye Diseases
C0007965	Chediak-Higashi Syndrome	disease	C11	   Eye Diseases
C0155118	Corneal degeneration	disease	C11	   Eye Diseases
C0035313	Retinal Dysplasia	disease	C11	   Eye Diseases
C0751402	Optic Disk Disorders	group	C11	   Eye Diseases
C2930878	Cataract, congenital, with microcornea or slight microphthalmia	disease	C11	   Eye Diseases
C1846790	JOUBERT SYNDROME 4 (disorder)	disease	C11	   Eye Diseases
C1274789	Ligneous conjunctivitis	disease	C11	   Eye Diseases
C0086981	Sicca Syndrome	disease	C11	   Eye Diseases
C3888198	BESTROPHINOPATHY, AUTOSOMAL RECESSIVE	disease	C11	   Eye Diseases
C3665342	Progressive Cone Dystrophy	disease	C11	   Eye Diseases
C4048273	Chorioretinal atrophy	disease	C11	   Eye Diseases
C2745945	Juvenile-Onset Vitelliform Macular Dystrophy	disease	C11	   Eye Diseases
C1833321	CHORIORETINAL ATROPHY, PROGRESSIVE BIFOCAL	disease	C11	   Eye Diseases
C1274788	Atopic keratoconjunctivitis	disease	C11	   Eye Diseases
C1568247	Usher Syndrome, Type I	disease	C11	   Eye Diseases
C1844776	CONE-ROD DYSTROPHY, X-LINKED, 1	disease	C11	   Eye Diseases
C1855425	Marles Greenberg Persaud syndrome	disease	C11	   Eye Diseases
C1282241	Sterile keratitis	disease	C11	   Eye Diseases
C0155015	Color Blindness, Red	disease	C11	   Eye Diseases
C0730298	Acute zonal occult outer retinopathy	phenotype	C11	   Eye Diseases
C4025788	Nystagmus-induced head nodding	disease	C11	   Eye Diseases
C1328349	Neuropathy ataxia and retinis pigmentosa	disease	C11	   Eye Diseases
C0271240	Blindness of one eye (disorder)	disease	C11	   Eye Diseases
C1868310	Pigmented Paravenous Chorioretinal Atrophy	disease	C11	   Eye Diseases
C0344530	Congenital keratoglobus	disease	C11	   Eye Diseases
C1836439	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 3	disease	C11	   Eye Diseases
C0339678	Simple myopia	disease	C11	   Eye Diseases
C1855722	Iris Coloboma with Ptosis, Hypertelorism, and Mental Retardation	disease	C11	   Eye Diseases
C1271398	Pigment dispersion syndrome (disorder)	disease	C11	   Eye Diseases
C0019357	Keratitis, Herpetic	disease	C11	   Eye Diseases
C1832661	ANOPHTHALMIA AND PULMONARY HYPOPLASIA	disease	C11	   Eye Diseases
C1828210	Macular dystrophy, concentric annular	phenotype	C11	   Eye Diseases
C0154933	Adhesions of iris	disease	C11	   Eye Diseases
C0406612	Encephalocraniocutaneous lipomatosis	disease	C11	   Eye Diseases
C1857041	Ectodermal dysplasia, ectrodactyly, and macular dystrophy	disease	C11	   Eye Diseases
C1849397	Retinoschisis of Fovea	disease	C11	   Eye Diseases
C0339229	Superior limbic keratoconjunctivitis	disease	C11	   Eye Diseases
C0339383	Choroidal and/or chorioretinal disorder	disease	C11	   Eye Diseases
C0994516	Type 1 Duane Retraction Syndrome	disease	C11	   Eye Diseases
C0078923	Albinism, Yellow-Mutant	phenotype	C11	   Eye Diseases
C4305151	Syndromic microphthalmia type 5	disease	C11	   Eye Diseases
C0271073	Eales disease	disease	C11	   Eye Diseases
C1867332	Reticular Dystrophy Of Retinal Pigment Epithelium	disease	C11	   Eye Diseases
C0730328	Central Serous Chorioretinopathy	disease	C11	   Eye Diseases
C0149893	Secondary glaucoma	disease	C11	   Eye Diseases
C1858386	Leber Congenital Amaurosis 4	disease	C11	   Eye Diseases
C1860119	Acrofacial dysostosis Rodriguez type	disease	C11	   Eye Diseases
C0521770	Asteroid hyalosis	disease	C11	   Eye Diseases
C0751043	Monochromatopsia	phenotype	C11	   Eye Diseases
C4551767	Protanopia	disease	C11	   Eye Diseases
C1444605	Ocular syphilis	disease	C11	   Eye Diseases
C1858028	WOLFRAM SYNDROME 2	disease	C11	   Eye Diseases
C1844738	Axillary pterygium	phenotype	C11	   Eye Diseases
C0013261	Duane Retraction Syndrome	disease	C11	   Eye Diseases
C0262918	Extraocular Muscle Paresis	disease	C11	   Eye Diseases
C1836946	Peripheral Cone Dystrophy	disease	C11	   Eye Diseases
C0035305	Retinal Detachment	disease	C11	   Eye Diseases
C1832352	Oculoauriculofrontonasal syndrome	disease	C11	   Eye Diseases
C0700501	Congenital nystagmus	disease	C11	   Eye Diseases
C1832812	Cataracts, Congenital, with Sensorineural Deafness, Down Syndrome-Like Facial Appearance, Short Stature, and Mental Retardation	disease	C11	   Eye Diseases
C1842073	Prolonged Electroretinal Response Suppression	phenotype	C11	   Eye Diseases
C1857779	SENIOR-LOKEN SYNDROME 6	disease	C11	   Eye Diseases
C0029089	Ophthalmoplegia	phenotype	C11	   Eye Diseases
C4284790	Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1	disease	C11	   Eye Diseases
C1271219	Congenital ectopic pupil	disease	C11	   Eye Diseases
C0271217	Impairment level: total impairment of both eyes (disorder)	disease	C11	   Eye Diseases
C0812435	Chromosome 11p deletion syndrome	disease	C11	   Eye Diseases
C1282231	Endogenous endophthalmitis	disease	C11	   Eye Diseases
C1838348	Oculomaxillofacial dysostosis	disease	C11	   Eye Diseases
C0013592	Ectropion	disease	C11	   Eye Diseases
C0595921	Intraocular pressure disorder	disease	C11	   Eye Diseases
C1837206	Cryohydrocytosis, Stomatin-Deficient, with Mental Retardation, Seizures, Cataracts, and Massive Hepatosplenomegaly	disease	C11	   Eye Diseases
C1096154	Kinsbourne Syndrome	disease	C11	   Eye Diseases
C1854106	INCLUSION BODY MYOPATHY 3, AUTOSOMAL DOMINANT	disease	C11	   Eye Diseases
C0265354	CHARGE Syndrome	disease	C11	   Eye Diseases
C1850106	RAINE SYNDROME	disease	C11	   Eye Diseases
C2931753	Achromatopsia incomplete, X-linked	disease	C11	   Eye Diseases
C0271321	Madarosis of eyelid	phenotype	C11	   Eye Diseases
C1859773	Microphthalmia, Syndromic 3	disease	C11	   Eye Diseases
C0271333	Orbital lymphoma	disease	C11	   Eye Diseases
C0339693	Internal Ophthalmoplegia	phenotype	C11	   Eye Diseases
C0339535	Night blindness, congenital stationary	disease	C11	   Eye Diseases
C3647231	Oculocutaneous albinism type 4	disease	C11	   Eye Diseases
C1644196	Ectopia Lentis with Ectopia of Pupil	disease	C11	   Eye Diseases
C4551670	Exodeviation	disease	C11	   Eye Diseases
C3665347	Visual Impairment	phenotype	C11	   Eye Diseases
C0155003	Blindness, Transient	phenotype	C11	   Eye Diseases
C4511138	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy	phenotype	C11	   Eye Diseases
C1863878	Arhinia, choanal atresia, and microphthalmia	disease	C11	   Eye Diseases
C3888390	Cataract, Punctate, Progressive Juvenile-Onset	disease	C11	   Eye Diseases
C0339512	Bull's eye macular dystrophy	disease	C11	   Eye Diseases
C0151827	Eye pain	phenotype	C11	   Eye Diseases
C2751316	Glaucoma 3, Primary Congenital, D	disease	C11	   Eye Diseases
C0339505	Venous retinal branch occlusion	disease	C11	   Eye Diseases
C1263872	Duane's syndrome, type 2	disease	C11	   Eye Diseases
C1859565	BARDET-BIEDL SYNDROME 7	disease	C11	   Eye Diseases
C0266548	Axenfeld anomaly (disorder)	disease	C11	   Eye Diseases
C0013238	Dry Eye Syndromes	disease	C11	   Eye Diseases
C1838625	Warburg Sjo Fledelius syndrome	disease	C11	   Eye Diseases
C2981140	Glaucoma of childhood	disease	C11	   Eye Diseases
C1832440	MICROPHTHALMIA, SYNDROMIC 8	disease	C11	   Eye Diseases
C0012569	Diplopia	phenotype	C11	   Eye Diseases
C1561989	Limbal stem cell deficiency	disease	C11	   Eye Diseases
C0268499	Autosomal dominant oculocutaneous albinism	disease	C11	   Eye Diseases
C0339525	Autosomal dominant retinitis pigmentosa	disease	C11	   Eye Diseases
C1847524	Hyperopic astigmatism	disease	C11	   Eye Diseases
C2677299	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS (disorder)	disease	C11	   Eye Diseases
C0861152	Bilateral optic neuritis	disease	C11	   Eye Diseases
C0042165	Anterior uveitis	disease	C11	   Eye Diseases
C1853235	Sclerocornea	disease	C11	   Eye Diseases
C1852989	Vitreoretinopathy with Phalangeal Epiphyseal Dysplasia	disease	C11	   Eye Diseases
C1846059	Roifman syndrome	disease	C11	   Eye Diseases
C0005747	Blepharospasm	disease	C11	   Eye Diseases
C4025568	Type 1 and type 2 muscle fiber minicore regions	phenotype	C11	   Eye Diseases
C0423250	Corneal stromal opacities	phenotype	C11	   Eye Diseases
C4750999	Ocular albinism with congenital sensorineural deafness	disease	C11	   Eye Diseases
C1835265	Lymphedema, microcephaly and chorioretinopathy syndrome	disease	C11	   Eye Diseases
C4749856	Microcornea, rod-cone dystrophy, cataract, posterior staphyloma syndrome	disease	C11	   Eye Diseases
C0155116	Descemet's membrane fold	disease	C11	   Eye Diseases
C0585544	Downbeat nystagmus	phenotype	C11	   Eye Diseases
C1854021	Cataract, Central Saccular, With Sutural Opacities	disease	C11	   Eye Diseases
C1834015	Progressive ptosis	disease	C11	   Eye Diseases
C2936864	Bardet-Biedl syndrome 4 (disorder)	disease	C11	   Eye Diseases
C1858677	LEBER CONGENITAL AMAUROSIS 3 (disorder)	disease	C11	   Eye Diseases
C0017609	Glaucoma, Neovascular	disease	C11	   Eye Diseases
C0155163	Conjunctival pigmentation	phenotype	C11	   Eye Diseases
C2750720	Cone-Rod Dystrophy 13	disease	C11	   Eye Diseases
C0015300	Exophthalmos	disease	C11	   Eye Diseases
C0730294	North Carolina macular dystrophy	disease	C11	   Eye Diseases
C2678194	Mental Retardation, X-Linked, Syndromic, Christianson Type	disease	C11	   Eye Diseases
C1837029	Macular Dystrophy, Butterfly-Shaped Pigmentary, 2	disease	C11	   Eye Diseases
C0334600	Retinoblastoma, differentiated	disease	C11	   Eye Diseases
C1867448	Multiple pterygia	phenotype	C11	   Eye Diseases
C1859311	Microphthalmia, Isolated, with Cataract 2	disease	C11	   Eye Diseases
C0339510	Vitelliform Macular Dystrophy	disease	C11	   Eye Diseases
C0595936	Aqueous Humor Disorders	disease	C11	   Eye Diseases
C0026205	Miosis disorder	disease	C11	   Eye Diseases
C0730295	BASAL LAMINAR DRUSEN (disorder)	disease	C11	   Eye Diseases
C1864689	MICROPHTHALMIA, SYNDROMIC 6 (disorder)	disease	C11	   Eye Diseases
C1849437	Mainzer-Saldino Disease	disease	C11	   Eye Diseases
C1865427	GLAUCOMA 1, OPEN ANGLE, D (disorder)	disease	C11	   Eye Diseases
C0271051	Macular retinal edema	disease	C11	   Eye Diseases
C0730292	Macular dystrophy	disease	C11	   Eye Diseases
C2750065	RETINITIS PIGMENTOSA, JUVENILE, LRAT-RELATED	disease	C11	   Eye Diseases
C2608080	RENAL HYPOPLASIA, ISOLATED (disorder)	disease	C11	   Eye Diseases
C1836006	NANOPHTHALMOS 2 (disorder)	disease	C11	   Eye Diseases
C2931136	Blepharophimosis syndrome type 2	disease	C11	   Eye Diseases
C1862263	Bpes Without Ovarian Failure	disease	C11	   Eye Diseases
C1857069	SCHOPF-SCHULZ-PASSARGE SYNDROME (disorder)	disease	C11	   Eye Diseases
C0017606	Primary angle-closure glaucoma	disease	C11	   Eye Diseases
C2931928	Mitochondrial cytopathy	disease	C11	   Eye Diseases
C3711543	X-Linked Csnb	disease	C11	   Eye Diseases
C0854723	Retinal Dystrophies	group	C11	   Eye Diseases
C1835923	Retinitis Pigmentosa 31	disease	C11	   Eye Diseases
C2677325	RETINITIS PIGMENTOSA 29 (disorder)	disease	C11	   Eye Diseases
C1444680	Posterior capsule opacification	disease	C11	   Eye Diseases
C0028866	Oculomotor Nerve Paralysis	disease	C11	   Eye Diseases
C0423320	Iridodonesis	disease	C11	   Eye Diseases
C0018425	Gyrate Atrophy	disease	C11	   Eye Diseases
C0265235	Marshall syndrome	disease	C11	   Eye Diseases
C0155002	Sudden visual loss	phenotype	C11	   Eye Diseases
C3805420	Popliteal pterygium	phenotype	C11	   Eye Diseases
C1865244	Shallow orbits	phenotype	C11	   Eye Diseases
C1533172	Infantile nystagmus syndrome	disease	C11	   Eye Diseases
C1855466	Hypomagnesemia 5, Renal, with Ocular Involvement	disease	C11	   Eye Diseases
C3502492	Microcephaly with Chorioretinopathy, Autosomal Recessive	disease	C11	   Eye Diseases
C0041322	Tuberculosis, Ocular	disease	C11	   Eye Diseases
C0701807	Acute anterior uveitis	disease	C11	   Eye Diseases
C3714873	Axenfeld-Rieger Syndrome, Type 1	disease	C11	   Eye Diseases
C0235270	Keratopathy	disease	C11	   Eye Diseases
C3540764	Coloboma of the Retina	disease	C11	   Eye Diseases
C1857572	CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNESS	disease	C11	   Eye Diseases
C0155158	Recurrent pterygium	disease	C11	   Eye Diseases
C0158551	Embryonal nuclear cataract (disorder)	disease	C11	   Eye Diseases
C1855188	Metaphyseal Chondrodysplasia with Retinitis Pigmentosa	disease	C11	   Eye Diseases
C1282365	Mixed type cataract	disease	C11	   Eye Diseases
C0339278	Reis-Bucklers' corneal dystrophy	disease	C11	   Eye Diseases
C0521760	Fatigable Positional Nystagmus	disease	C11	   Eye Diseases
C0751042	Color Blindness, Inherited	disease	C11	   Eye Diseases
C0036454	Scotoma	phenotype	C11	   Eye Diseases
C1849792	Achromatopsia 3	disease	C11	   Eye Diseases
C0155380	Dissociated Nystagmus	disease	C11	   Eye Diseases
C0152112	Foster-Kennedy Syndrome	disease	C11	   Eye Diseases
